code,name
000974,中证800金融指数
000975,钱江30
000976,新华金牛
000977,内地低碳
000978,医药100
000979,大宗商品
000980,中证超大
000981,300分层
000982,500等权
000983,智能资产
000984,300等权
000985,中证全指
000986,全指能源
000987,全指材料
000988,全指工业
000989,全指可选
000990,全指消费
000991,全指医药
000992,全指金融
000993,全指信息
000994,全指电信
000995,全指公用
000996,领先行业
000997,大消费
000998,中证TMT
000999,中证两岸三地500指数
399001,深证成指
399002,深成指R
399003,成份B指
399004,深证100R
399005,中小100
399006,创业板指
399007,深证300
399008,中小300
399009,深证200
399010,深证700
399011,深证1000
399012,创业300
399013,深市精选
399015,深证中小创新指数
399016,深证创新指数
399017,SME创新
399018,创业板创新指数
399019,创业200
399020,创业小盘
399030,碳科技30
399050,创新引擎
399060,碳科技60
399088,深创100
399100,新指数
399101,中小综指
399102,创业板综合指数
399103,乐富指数
399106,深证综指
399107,深证A指
399108,深证B指
399231,农林指数
399232,采矿指数
399233,制造指数
399234,水电指数
399235,建筑指数
399236,批零指数
399237,运输指数
399238,餐饮指数
399239,IT指数
399240,金融指数
399241,地产指数
399242,商务指数
399243,科研指数
399244,公共指数
399248,文化指数
399249,综企指数
399258,绿色低碳
399259,创业低碳
399260,先进制造
399261,创业制造
399268,深小巨人
399269,创质量
399274,深新基建
399275,创医药
399276,创科技
399277,公共健康
399278,长江100
399279,云科技50
399280,生物50
399281,电子50
399282,大数据50
399283,机器人50
399284,AI 50
399285,物联网50
399286,区块链50
399289,碳中和债
399290,深转交债
399291,创精选88
399292,民企发展
399293,创业大盘
399294,中小创Q
399295,创业蓝筹
399296,创成长
399298,深证中高等级信用债指数
399299,深证中低等级信用债指数
399300,沪深300
399301,深信用债
399302,深公司债
399303,国证2000
399305,基金指数
399306,深证ETF
399307,深证转债
399310,国证50
399311,国证1000
399312,国证300
399313,巨潮100
399314,巨潮大盘
399315,巨潮中盘
399316,巨潮小盘
399317,国证A指
399318,巨潮B股指数
399319,资源优势
399320,国证服务
399321,国证红利
399322,国证治理
399324,深证红利
399326,成长40
399328,深证治理
399330,深证100
399332,深证创新(旧)
399333,中小100R
399335,深证央企
399337,深证民营
399339,深证科技
399341,深证责任
399344,深证300R
399346,深证成长
399348,深证价值
399350,皖江30
399351,深报指数
399352,深报综指
399353,国证物流
399354,分析师指数
399355,长三角
399356,珠三角
399357,环渤海
399358,泰达指数
399359,国证基建
399360,国证装备
399361,国证商业
399362,国证民营
399363,计算机指
399364,中金消费
399365,国证农业
399366,国证大宗
399367,巨潮地产
399368,国证军工
399369,CBN-兴全
399370,国证成长
399371,国证价值
399372,大盘成长
399373,大盘价值
399374,中盘成长
399375,中盘价值
399376,小盘成长
399377,小盘价值
399378,南方低碳
399379,国证基金
399380,国证ETF
399381,1000能源
399382,1000材料
399383,1000工业
399384,1000可选
399385,1000消费
399386,1000医药
399387,1000金融
399388,1000信息
399389,国证通信
399390,1000公用
399391,投资时钟
399392,国证新兴
399393,国证地产
399394,国证医药
399395,国证有色
399396,国证食品
399397,OCT文化
399398,绩效指数
399399,中经GDP
399400,大中盘
399401,中小盘
399402,周期100
399403,防御100
399404,大盘低波
399405,大盘高贝
399406,中盘低波
399407,中盘高贝
399408,小盘低波
399409,小盘高贝
399410,苏州率先
399411,红利100
399412,国证新能
399413,国证转债
399415,I100
399416,I300
399417,国证新能源汽车指数
399418,国证国家安全指数
399419,国证高铁指数
399420,国证保险证券指数
399423,中关村50指数
399427,国证德高行专利领先指数
399428,国证定向增发指数
399429,新丝路指数
399431,国证银行行业指数
399432,国证汽车与汽车零配件行业指数
399433,国证交通运输行业指数
399434,国证传媒行业指数
399435,国证农牧渔产品行业指数
399436,国证煤炭行业指数
399437,国证证券行业指数
399438,国证电力公用事业行业指数
399439,国证石油天然气行业指数
399440,国证黑色金属行业指数
399441,国证生物医药指数
399481,企债指数
399550,央视50
399551,央视创新
399552,央视成长
399553,央视回报
399554,央视治理
399555,央视责任
399556,央视生态
399557,央视文化
399602,中小成长
399604,中小价值
399606,创业板R
399608,科技100
399610,TMT50
399611,中创100R
399612,中创100
399613,深证能源
399614,深证材料
399615,深证工业
399616,深证可选
399617,深证消费
399618,深证医药
399619,深证金融
399620,深证信息
399621,深证电信
399622,深证公用
399623,中小基础
399624,中创400
399625,中创500
399626,中创成长
399627,中创价值
399628,700成长
399629,700价值
399630,1000成长
399631,1000价值
399632,深100EW
399633,深300EW
399634,中小等权
399635,创业板EW
399636,深证装备
399637,深证地产
399638,深证环保
399639,深证大宗
399640,创业基础
399641,深证新兴
399642,中小新兴
399643,创业新兴
399644,深证时钟
399645,100低波
399646,深消费50
399647,深医药50
399648,深证GDP
399649,中小红利
399650,中小治理
399651,中小责任
399652,中创高新
399653,深证龙头
399654,深证文化
399655,深证绩效
399656,100绩效
399657,300绩效
399658,中小绩效
399659,深成指EW
399660,中创EW
399661,深证低波
399662,深证高贝
399663,中小低波
399664,中小高贝
399665,中创低波
399666,中创高贝
399667,创业板G
399668,创业板V
399669,深证农业
399670,深周期50
399671,深防御50
399672,深红利50
399673,创业板50
399674,深A医药卫生指数
399675,深A软件与互联网指数
399676,深A医药卫生等权指数
399677,深A软件与互联网等权指数
399678,深证次新股指数
399679,深证200指数
399680,深成能源行业指数
399681,深成原材料行业指数
399682,深成工业行业指数
399683,深成可选消费行业指数
399684,深成主要消费行业指数
399685,深成医药卫生行业指数
399686,深成金融地产行业指数
399687,深成信息技术行业指数
399688,深成电信业务行业指数
399689,深成公用事业行业指数
399690,中小专利
399691,深证创业板专利领先指数
399692,创业300低波动率指数
399693,安防产业
399694,创业高贝
399695,深证节能环保指数
399696,深证创投
399697,中关村60
399698,深证优势成长
399699,金融科技
399701,深证F60
399702,深证F120
399703,深证F200
399704,深证上游
399705,深证中游
399706,深证下游
399707,中证申万证券行业指数
399750,深主板50
399802,500深市
399803,中证工业4.0指数
399804,中证体育产业指数
399805,中证互联网金融指数
399806,中证环境治理指数
399807,中证高铁产业指数
399808,中证新能源指数
399809,中证方正富邦保险主题指数
399810,中证申万传媒行业投资指数
399811,中证申万电子行业投资指数
399812,中证养老产业指数
399813,中证国防安全指数
399814,中证大农业指数
399817,中证阿拉善生态主题100指数
399850,深证50
399852,中证1000
399901,中证南方小康产业指数
399902,中证流通指数
399903,中证100指数
399904,中证中盘200指数
399905,中证500
399906,中证800指数
399907,中证中小盘700指数
399908,沪深300能源指数
399909,沪深300原材料指数
399910,沪深300工业指数
399911,沪深300可选消费指数
399912,沪深300主要消费指数
399913,沪深300医药卫生指数
399914,沪深300金融地产指数
399915,沪深300信息技术指数
399916,沪深300电信业务指数
399917,沪深300公用事业指数
399918,沪深300成长指数
399919,沪深300价值指数
399920,沪深300相对成长指数
399922,中证红利指数
399923,公司债
399925,中证锐联基本面50指数
399926,中证中央企业综合指数
399927,中证中央企业100指数
399928,中证能源指数
399929,中证原材料指数
399930,中证工业指数
399931,中证可选消费指数
399932,中证主要消费指数
399933,中证医药卫生指数
399934,中证金融地产指数
399935,中证信息技术指数
399936,中证电信业务指数
399937,中证公用事业指数
399938,中证民营企业综合指数
399939,中证民营企业200指数
399941,中证内地新能源主题指数
399942,中证内地消费主题指数
399943,中证内地基建主题指数
399944,中证内地资源主题指数
399945,中证内地运输主题指数
399946,中证内地金融主题指数
399947,中证内地银行主题指数
399948,中证内地地产主题指数
399949,中证内地农业主题指数
399950,沪深300基建主题指数
399951,沪深300银行指数
399952,沪深300地产指数
399953,中证地方国有企业综合指数
399954,中证地方国有企业100指数
399955,中证国有企业综合指数
399956,中证国有企业200指数
399957,沪深300运输指数
399958,中证创业成长指数
399959,军工指数
399960,中证龙头企业指数
399961,中证上游资源产业指数
399962,中证中游制造产业指数
399963,中证下游消费与服务产业指数
399964,中证新兴产业指数
399965,800地产
399966,800非银
399967,中证军工
399968,沪深300周期行业指数
399969,沪深300非周期行业指数
399970,中证移动互联网指数
399971,中证传媒指数
399972,300深市
399973,中证国防指数
399974,中证国有企业改革指数
399975,中证全指证券公司指数(四级行业)
399976,中证新能源汽车指数
399977,中证内地低碳经济主题指数
399978,中证医药100指数
399979,中证大宗商品股票指数
399980,中证超级大盘指数
399981,沪深300行业分层等权重指数
399982,中证500等权重指数
399983,沪深300地产等权重指数
399985,中证全指指数
399986,中证银行指数
399987,中证酒指数
399989,中证医疗指数
399990,中证煤炭等权指数
399991,中证一带一路主题指数
399992,中证万得并购重组指数
399993,中证万得生物科技指数
399994,中证信息安全主题指数
399995,中证基建工程指数
399996,中证智能家居指数
399997,中证白酒指数
399998,中证煤炭指数
